armLemma	armForm	pos	pos_coarse	feats
ծառ̄այ	ծառ̄այիցʻ	N	Nb	NUMBp|CASEb
ծառ̄այ	ծառ̄այիցʻ	N	Nb	NUMBp|CASEd
ծառ̄այ	ծառ̄այիցʻ	N	Nb	NUMBp|CASEg
ծառ̄այ	ծառ̄այս	N	Nb	NUMBp|CASEa
ծառ̄այ	ծառ̄այքʻ	N	Nb	NUMBp|CASEn
ծառ̄այեմ	ծառ̄այել	V	V-	MOODn
ծառ̄այեմ	ծառ̄այեմ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICa
ծեր	ծերովքʻ	A	A-	NUMBp|CASEi
ծեր	ծերոցʻ	A	A-	NUMBp|CASEb
ծեր	ծերս	A	A-	NUMBp|CASEa
ծերակոյտ	ծերակոյտ	N	Nb	NUMBs|CASEn
ծերանամ	ծեր	V	V-	NUMBs|MOODp|CASEn
ծերութʻիւն	ծերութʻեան	N	Nb	NUMBs|CASEl
ծիծաղիմ	ծիծաղեսցʻին	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICp
ծիծաղիմ	ծիծաղիքʻ	V	V-	PERS2|NUMBp|TENSp|MOODi|VOICp
ծիրանի	ծիրանիս	A	A-	NUMBp|CASEa
ծծումբ	ծծումբ	N	Nb	NUMBs|CASEn
ծնանիմ	ծնա՛ւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
ծնանիմ	ծնան	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICp
ծնանիմ	ծնանելոյ	V	V-	MOODd|CASEg
ծնանիմ	ծնանելոցʻ	V	V-	MOODd|CASEn
ծնանիմ	ծնաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
ծնանիմ	ծնցʻես	V	V-	PERS2|NUMBs|TENSa|MOODs|VOICa
ծնանիմ	ծնցʻի	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
ծնաւղքʻ	ծնաւղացʻ	N	Nb	NUMBp|CASEb
ծնաւղքʻ	ծնաւղս	N	Nb	NUMBp|CASEa
ծնաւղքʻ	ծնաւղքʻ	N	Nb	NUMBp|CASEn
ծնաւտ	ծնաւտ	N	Nb	NUMBs|CASEa
ծնունդ	ծննդեան	N	Nb	NUMBs|CASEl
ծնունդ	ծնունդս	N	Nb	NUMBp|CASEl
ծնունդ	ծնունդքʻ	N	Nb	NUMBp|CASEv
ծով	ծով	N	Nb	NUMBs|CASEa
ծով	ծովու	N	Nb	NUMBs|CASEg
ծով	ծովու	N	Nb	NUMBs|CASEl
ծովակ	ծովակ	N	Nb	NUMBs|CASEa
ծովակ	ծովակի	N	Nb	NUMBs|CASEg
ծովակ	ծովակի	N	Nb	NUMBs|CASEl
ծովեզր	ծովեզերէ	N	Nb	NUMBs|CASEb
ծունր	ծունգս	N	Nb	NUMBp|CASEa
ծունր	ծունր	N	Nb	NUMBs|CASEa
ծրարեմ	ծրարեալ	V	V-	NUMBs|MOODp|CASEa
կազմեմ	կազմեալ	V	V-	NUMBs|MOODp|CASEa
կալ	կալ	N	Nb	NUMBs|CASEa
կախեմ	կախեալ	V	V-	NUMBs|MOODp|CASEn
կախեմ	կախելոցʻ	V	V-	NUMBp|MOODp|CASEb
կախեմ	կախեցʻին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
կախեմ	կախէր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
կաղ	կա՛ղս	A	A-	NUMBp|CASEa
կաղ	կաղացʻ	A	A-	NUMBp|CASEg
կաղ	կաղս	A	A-	NUMBp|CASEa
կաղ	կաղքʻ	A	A-	NUMBp|CASEn
կամ	Եկացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կամ	Կային	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
կամ	եկա՛ցʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կամ	եկացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կամ	կա՛յ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
կամ	կալ	V	V-	MOODn
կամ	կամ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICa
կամ	կայ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
կամ	կային	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
կամ	կայիքʻ	V	V-	PERS2|NUMBp|TENSp|MOODi|VOICa
կամ	կայր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
կամ	կայցʻէ	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICa
կամ	կայցʻէքʻ	V	V-	PERS2|NUMBp|TENSp|MOODs|VOICa
կամ	կան	V	V-	PERS3|NUMBp|TENSp|MOODi|VOICa
կամ	կաս	V	V-	PERS2|NUMBs|TENSp|MOODi|VOICa
կամ	կացʻէքʻ	V	V-	PERS2|NUMBp|TENSa|MOODm|VOICa
կամ	կացʻին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
կամ	կեաս	V	V-	PERS2|NUMBs|TENSp|MOODi|VOICa
կամ#1	եկա՛ցʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կամ#1	կա՛ն	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
կամ#1	կացʻ	V	V-	PERS2|NUMBs|TENSa|MOODm|VOICa
կամ#2	Կամ	C	C-	INFLn
կամ#2	կամ	C	C-	INFLn
կամ#3	Կամ	A	A-	NUMBs|CASEn
կամ#3	կամ	C	C-	INFLn
կամակիցʻ	կամակի՛ցʻքʻ	N	Nb	NUMBp|CASEn
կամիմ	կամեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
կամիմ	կամեցʻայ	V	V-	PERS1|NUMBs|TENSa|MOODi|VOICp
կամիմ	կամեցʻան	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICp
կամիմ	կամեցʻարուքʻ	V	V-	PERS2|NUMBp|TENSa|MOODi|VOICp
կամիմ	կամեցʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
կամիմ	կամէ՛ր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
կամիմ	կամէր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
կամիմ	կամէր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICp
կամիմ	կամի	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
կամիմ	կամի՛մ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICa
կամիմ	կամի՛մ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICp
կամիմ	կամիմ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICp
կամիմ	կամիմքʻ	V	V-	PERS1|NUMBp|TENSp|MOODi|VOICp
կամիմ	կամին	V	V-	PERS3|NUMBp|TENSp|MOODi|VOICa
կամիմ	կամին	V	V-	PERS3|NUMBp|TENSp|MOODi|VOICp
կամիմ	կամիս	V	V-	PERS2|NUMBs|TENSp|MOODi|VOICa
կամիմ	կամիս	V	V-	PERS2|NUMBs|TENSp|MOODi|VOICp
կամիմ	կամիցʻի	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICa
կամիմ	կամիցʻի	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICp
կամիմ	կամիցʻին	V	V-	PERS3|NUMBp|TENSp|MOODs|VOICp
կամիմ	կամիքʻ	V	V-	PERS2|NUMBp|TENSp|MOODi|VOICp
կամքʻ	կամացʻ	N	Nb	NUMBp|CASEb
կամքʻ	կամացʻ	N	Nb	NUMBp|CASEd
կամքʻ	կամս	N	Nb	NUMBp|CASEa
կամքʻ	կամքʻ	N	Nb	NUMBp|CASEn
կայիափʻա	Կայիափʻա	N	Ne	NUMBs|CASEg
կայսր	կայսե՛ր	N	Nb	NUMBs|CASEg
կայսր	կայսեր	N	Nb	NUMBs|CASEd
կայսր	կայսեր	N	Nb	NUMBs|CASEg
կայսր	կայսերէ	N	Nb	NUMBs|CASEb
կանգնեմ	Կանգնեցʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
կանգնեմ	կանգնեցʻա՛ւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
կանգնումն	կանգնումն	N	Nb	NUMBs|CASEa
կանգուն	կանգուն	N	Nb	NUMBs|CASEa
կանխեմ	կանխեալ	V	V-	NUMBs|MOODp|CASEn
կանխեմ	կանխէ՛ր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
կապանքʻ	կապանացʻ	N	Nb	NUMBp|CASEb
կապանքʻ	կապանս	N	Nb	NUMBp|CASEa
կապեմ	կապեալ	V	V-	NUMBs|MOODp|CASEa
կապեմ	կապեացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կապեմ	կապէ՛ր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
կապերտ	կապերտ	N	Nb	NUMBs|CASEn
կատակեմ	կատակեսցʻի	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
կատարած	կատարած	N	Nb	NUMBs|CASEn
կատարեմ	կատարեալ	V	V-	NUMBs|MOODp|CASEn
կատարեմ	կատարեացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կատարեմ	կատարել	V	V-	MOODn
կատարեմ	կատարելոյ	V	V-	MOODd|CASEa
կատարեմ	կատարելոցʻ	V	V-	MOODd|CASEn
կատարեմ	կատարեմ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICa
կատարեմ	կատարեսցʻի	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
կատարեմ	կատարեսցʻի՛ն	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICp
կատարեմ	կատարեսցʻին	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICp
կատարեմ	կատարեցʻին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
կատարեմ	կատարիմ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICp
կատարումն	կատարումն	N	Nb	NUMBs|CASEa
կատարումն	կատարումն	N	Nb	NUMBs|CASEn
կարասի	կարասեաւ	N	Nb	NUMBs|CASEi
կարասի	կարասի	N	Nb	NUMBs|CASEa
կարաւտիմ	կարաւտեցʻայքʻ	V	V-	PERS2|NUMBp|TENSa|MOODi|VOICp
կարաւտութʻիւն	կարաւտութʻենէ	N	Nb	NUMBs|CASEb
կարգ	կարգաւ	N	Nb	NUMBs|CASEi
կարգ	կարգի	N	Nb	NUMBs|CASEg
կարգեմ	կարգե՛լ	V	V-	MOODn
կարգեմ	կարգեալ	V	V-	NUMBs|MOODp|CASEn
կարդամ	կարդայցʻեն	V	V-	PERS3|NUMBp|TENSp|MOODs|VOICa
կարդամ	կարդացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կարեմ	կարասցʻեն	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICa
կարեմ	կարասցʻես	V	V-	PERS2|NUMBs|TENSa|MOODs|VOICa
կարեմ	կարացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կարեմ	կարացʻին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
կարեմ	կարացʻին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICp
կարեմ	կարեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
կարեմ	կարեմ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICa
կարեմ	կարեն	V	V-	PERS3|NUMBp|TENSp|MOODi|VOICa
կարեմ	կարես	V	V-	PERS2|NUMBs|TENSp|MOODi|VOICa
կարեմ	կարէ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
կարեմ	կարէր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
կարեմ	կարէքʻ	V	V-	PERS2|NUMBp|TENSp|MOODi|VOICa
կարեմ	կարիցʻեն	V	V-	PERS3|NUMBp|TENSp|MOODs|VOICa
կարեմ	կարիցʻէ	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICa
կարի#2	կարի	D	Df	INFLn
կարիճ	կարիճ	N	Nb	NUMBs|CASEa
կարիճ	կարիճս	N	Nb	NUMBp|CASEa
կարծեմ	կարծեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
կարծեմ	կարծէ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
կարծեմ	կարծիցʻէքʻ	V	V-	PERS2|NUMBp|TENSp|MOODs|VOICa
կարծիքʻ	կարծեացʻ	N	Nb	NUMBp|CASEb
կարկամեմ	կարկամեալ	V	V-	NUMBs|MOODp|CASEn
կարճ	կարճ	A	A-	NUMBs|CASEn
կարող	կարո՛ղ	A	A-	NUMBs|CASEn
կարող	կարող	A	A-	NUMBs|CASEn
կացʻուցʻանեմ	կացʻոյցʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կացʻուցʻանեմ	կացʻուսցʻէ	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
կաւշիկ	կաւշիկս	N	Nb	NUMBp|CASEa
կաւշիկ	կաւշկացʻ	N	Nb	NUMBp|CASEg
կափʻառ̄նաում	Կափʻառ̄նաում	N	Ne	NUMBs|CASEa
կափʻառ̄նաում	Կափʻառ̄նաում	N	Ne	NUMBs|CASEv
կափʻառ̄նաում	Կափʻառ̄նաւում	N	Ne	NUMBs|CASEl
կաքʻաւեմ	կաքʻաւեցʻէ՛քʻ	V	V-	PERS2|NUMBp|TENSa|MOODi|VOICa
կեամ	եկեացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կեամ	կեայր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
կեամ	կեցʻեալ	V	V-	NUMBs|MOODp|CASEn
կեամ	կեցʻցʻե՛ս	V	V-	PERS2|NUMBs|TENSa|MOODs|VOICa
կեամ	կեցʻցʻէ	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
կեամ	կեցʻցʻէ՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
կեանքʻ	կեանս	N	Nb	NUMBp|CASEa
կեանքʻ	կեանս	N	Nb	NUMBp|CASEl
կեանքʻ	կեանքʻ	N	Nb	NUMBp|CASEn
կեանքʻ	կենացʻ	N	Nb	NUMBp|CASEg
կեղծաւոր	Կեղծաւոր	N	Nb	NUMBs|CASEv
կեղծաւոր	Կեղծաւորքʻ	N	Nb	NUMBp|CASEv
կեղծաւոր	կեղծաւորացʻ	N	Nb	NUMBp|CASEd
կեղծաւոր	կեղծաւորքʻ	N	Nb	NUMBp|CASEv
կեղծաւորեմ	կեղծաւորեալս	V	V-	NUMBp|MOODp|CASEa
կեղծաւորութʻիւն	կեղծաւորութʻիւն	N	Nb	NUMBs|CASEn
կենդանի	կենդանեացʻ	A	A-	NUMBp|CASEg
կենդանի	կենդանի	A	A-	NUMBs|CASEa
կենդանի	կենդանի	A	A-	NUMBs|CASEn
կենդանի	կենդանի՛	A	A-	NUMBs|CASEn
կերակուր	կերակուր	N	Nb	NUMBs|CASEa
կերակուր	կերակուր	N	Nb	NUMBs|CASEn
կերակուր	կերակուրս	N	Nb	NUMBp|CASEa
կերակրեմ	կերակրէ՛	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
կերաւղ	կերող	A	A-	NUMBs|CASEn
կեցʻուցʻանեմ	կեցʻուսցʻէ՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
կեցʻուցʻանեմ	կեցʻուցʻանե՛լ	V	V-	MOODn
կեցʻուցʻանեմ	կեցʻուցʻանել	V	V-	MOODn
կեցʻուցʻանեմ	կեցʻուցʻի՛ն	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
կեցʻուցʻանեմ	կեցʻուցʻին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
կէս	կէս	N	Nb	NUMBs|CASEa
կթʻեմ	կթʻեն	V	V-	PERS3|NUMBp|TENSp|MOODi|VOICa
կին	կանայս	N	Nb	NUMBp|CASEa
կին	կանայս	N	Nb	NUMBp|CASEl
կին	կանայքʻ	N	Nb	NUMBp|CASEn
կին	կանանցʻ	N	Nb	NUMBp|CASEg
կին	կին	N	Nb	NUMBs|CASEa
կին	կին	N	Nb	NUMBs|CASEn
կին	կին	N	Nb	NUMBs|CASEv
կին	կնոջ	N	Nb	NUMBs|CASEg
կիսամահ	կիսամահ	A	A-	NUMBs|CASEa
կշիռ̄	կշիռ̄	N	Nb	NUMBs|CASEa
կոխան	կոխա՛ն	A	A-	NUMBs|CASEn
կոխան	կոխան	A	A-	NUMBs|CASEn
կոխեմ	կոխե՛լ	V	V-	MOODn
կոծեմ	կոծեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
կոծեմ	կոծէր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
կողմն	կողմամբքʻ	N	Nb	NUMBp|CASEi
կողմն	կողմանէ	N	Nb	NUMBs|CASEb
կողմն	կողմանս	N	Nb	NUMBp|CASEa
կողմն	կողմանցʻ	N	Nb	NUMBp|CASEb
կողմն	կողմն	N	Nb	INFLn
կողմն	կողմն	N	Nb	NUMBs|CASEa
կոյս#1	կոյս	N	Nb	NUMBs|CASEa
կոյս#1	կուսի	N	Nb	NUMBs|CASEg
կոյր	կո՛յրս	A	A-	NUMBp|CASEa
կոյր	կոյր	A	A-	NUMBs|CASEn
կոյր	կոյրս	A	A-	NUMBp|CASEa
կոյր	կոյրքʻ	A	A-	NUMBp|CASEn
կոյր	կուրացʻ	A	A-	NUMBp|CASEd
կոյր	կուրացʻ	A	A-	NUMBp|CASEg
կոյր	կուրի	A	A-	NUMBs|CASEd
կոչʻեմ	Կոչʻեացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կոչʻեմ	կոչʻե՛լ	V	V-	MOODn
կոչʻեմ	կոչʻեա	V	V-	PERS2|NUMBs|TENSa|MOODm|VOICa
կոչʻեմ	կոչʻեացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կոչʻեմ	կոչʻեացʻն	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կոչʻեմ	կոչʻեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
կոչʻեմ	կոչʻել	V	V-	MOODn
կոչʻեմ	կոչʻել	V	V-	NUMBs|MOODp|CASEn
կոչʻեմ	կոչʻեսջիր	V	V-	PERS2|NUMBs|TENSa|MOODs|VOICp
կոչʻեմ	կոչʻեսցʻեն	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICa
կոչʻեմ	կոչʻեսցʻես	V	V-	PERS2|NUMBs|TENSa|MOODs|VOICa
կոչʻեմ	կոչʻեսցʻես	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICa
կոչʻեմ	կոչʻեսցʻի	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
կոչʻեմ	կոչʻեր	V	V-	PERS2|NUMBs|TENSp|MOODm|VOICa
կոչʻեմ	կոչʻեցʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
կոչʻեմ	կոչʻեցʻեալ	V	V-	NUMBs|MOODp|CASEa
կոչʻեմ	կոչʻեցʻեալ	V	V-	NUMBs|MOODp|CASEn
կոչʻեմ	կոչʻեցʻելոցʻ	V	V-	NUMBp|MOODp|CASEb
կոչʻեմ	կոչʻէ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
կոչʻեմ	կոչʻէր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
կոչʻեմ	կոչʻէր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICp
կոչʻեմ	կոչʻէքʻ	V	V-	PERS2|NUMBp|TENSp|MOODi|VOICa
կոչʻեմ	կոչʻի	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICp
կոչʻեմ	կոչʻին	V	V-	PERS3|NUMBp|TENSp|MOODi|VOICp
կոչʻեմ	կոչʻիսցʻիս	V	V-	PERS2|NUMBs|TENSp|MOODs|VOICp
կոչʻեմ	կոչʻիցʻէ	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICa
կոչʻնական	կոչʻնականս	A	A-	NUMBp|CASEa
կոչʻնատէր	կոչʻնատէր	N	Nb	NUMBs|CASEa
կոչʻունքʻ	կոչʻունս	N	Nb	NUMBp|CASEa
կոտոր	կոտորոցʻ	N	Nb	NUMBp|CASEg
կոտորեմ	կոտորեիր	V	V-	PERS2|NUMBs|TENSi|MOODi|VOICa
կոտորեմ	կոտորեցʻին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
կորզեմ	կորզեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
կործանեմ	կործանի՛	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICp
կործանումն	կործանումն	N	Nb	NUMBs|CASEn
կորնչʻիմ	կորիցʻէ	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
կորնչʻիմ	կորնչʻել	V	V-	MOODn
կորնչʻիմ	կորնչʻի՛մքʻ	V	V-	PERS1|NUMBp|TENSp|MOODi|VOICp
կորնչʻիմ	կորնչʻի՛ն	V	V-	PERS3|NUMBp|TENSp|MOODi|VOICa
կորնչʻիմ	կորնչʻիմ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICa
կորնչʻիմ	կորնչʻիջիքʻ	V	V-	PERS2|NUMBp|TENSp|MOODs|VOICa
կորուսանեմ	կորոյս	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կորուսանեմ	կորուսանե՛լ	V	V-	MOODn
կորուսանեմ	կորուսանել	V	V-	MOODn
կորուսանեմ	կորուսանիցʻէ	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICa
կորուսանեմ	կորուսեալ	V	V-	NUMBs|MOODp|CASEa
կորուսանեմ	կորուսեալ	V	V-	NUMBs|MOODp|CASEn
կորուսանեմ	կորուսելոյ	V	V-	NUMBs|MOODp|CASEg
կորուսանեմ	կորուսի	V	V-	PERS1|NUMBs|TENSa|MOODi|VOICa
կորուսանեմ	կորուսցʻէ	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
կորուսանեմ	կորուսցʻէ՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
կուսութʻիւն	կուսութʻենէ	N	Nb	NUMBs|CASEb
կուտեմ	կուտել	V	V-	MOODn
կուրծքʻ	կուրծս	N	Nb	NUMBp|CASEa
կռ̄ածոյ	կռ̄ածոյ	A	A-	INFLn
կռ̄ուեմ	կռ̄ուեալ	V	V-	NUMBs|MOODp|CASEn
կտաւ	կտաւս	N	Nb	NUMBp|CASEa
կտրեմ	կտրեա՛	V	V-	PERS2|NUMBs|TENSa|MOODm|VOICa
կտրեմ	կտրեսցʻէ	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
կրակ	կրակ	N	Nb	NUMBs|CASEa
կրեմ	կրեացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
կրեմ	կրեցʻին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICp
կրթʻեմ	կրթʻել	V	V-	MOODn
կրճեմ	կրճել	V	V-	MOODn
կրտսեր	կրտսե՛ր	A	A-	NUMBs|CASEa
կրտսեր	կրտսեր	A	A-	NUMBs|CASEn
կրտսեր	կրտսերոյ	A	A-	NUMBs|CASEg
հազարապետ	հազարապետի	N	Nb	NUMBs|CASEg
հազիւ	հազի՛ւ	D	Df	INFLn
հալածեմ	հալածեսցʻեն	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICa
հալածեմ	հալածիցʻեն	V	V-	PERS3|NUMBp|TENSp|MOODs|VOICa
հալածեմ	նախատիցʻեն	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICa
հակառ̄ակ	հակառ̄ա՛կ	R	R-	INFLn
հակառ̄ակ	հակառ̄ակ	A	A-	NUMBs|CASEn
հակառ̄ակ	հակառ̄ակ	R	R-	INFLn
հակառ̄ակեմ	հակառ̄ակեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
հակառ̄ակորդ	հակառ̄ակորդքʻ	A	A-	NUMBp|CASEn
հակառ̄ակութʻիւն	հակառ̄ակութʻեան	N	Nb	NUMBs|CASEg
հակառ̄ակութʻիւն	հակառ̄ակութʻիւն	N	Nb	NUMBs|CASEn
հաճեմ	հաճեցʻայ	V	V-	PERS1|NUMBs|TENSa|MOODi|VOICp
հաճեմ	հաճեցʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
հաճոյ	հաճոյ	A	A-	NUMBs|CASEn
հաճութʻիւն	հաճութʻիւն	N	Nb	NUMBs|CASEn
համար	համար	N	Nb	NUMBs|CASEa
համարեմ	համարեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
համարեմ	համարելոյ	V	V-	MOODd|CASEg
համարեմ	համարեսցʻի	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
համարեմ	համարեցʻայ	V	V-	PERS1|NUMBs|TENSa|MOODi|VOICp
համարեմ	համարեցʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
համարեմ	համարիցʻի	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICp
համարեմ	համարիքʻ	V	V-	PERS2|NUMBp|TENSp|MOODi|VOICp
համարիմ	Համարիքʻ	V	V-	PERS2|NUMBp|TENSp|MOODi|VOICa
համարիմ	համարիքʻ	V	V-	PERS2|NUMBp|TENSp|MOODi|VOICa
համբարանոցʻ	համբարանոցʻքʻ	N	Nb	NUMBp|CASEn
համբարեմ	համբարեալ	V	V-	NUMBs|MOODp|CASEn
համբաւ	համբաւ	N	Nb	NUMBs|CASEn
համբերութʻիւն	համբերութʻեա՛մբ	N	Nb	NUMBs|CASEi
համբերութʻիւն	համբերութʻեամբ	N	Nb	NUMBs|CASEi
համբոյր	համբոյր	N	Nb	NUMBs|CASEa
համբուրեմ	համբուրեա՛ցʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
համբուրեմ	համբուրելոյ	V	V-	MOODd|CASEb
համբուրեմ	համբուրելով	V	V-	MOODd|CASEi
համբուրեմ	համբուրեցʻիցʻ	V	V-	PERS1|NUMBs|TENSa|MOODs|VOICa
համբուրեմ	համբուրէ՛ր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
համեմեմ	համենեսցʻի	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
համր	համր	A	A-	NUMBs|CASEa
համր	համր	A	A-	NUMBs|CASEn
հայիմ	Հայեցʻարո՛ւքʻ	V	V-	PERS2|NUMBp|TENSa|MOODm|VOICa
հայիմ	հայեա՛ցʻ	V	V-	PERS2|NUMBs|TENSa|MOODm|VOICp
հայիմ	հայեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICp
հայիմ	հայել	V	V-	MOODn
հայիմ	հայեսջիր	V	V-	PERS2|NUMBs|TENSa|MOODs|VOICa
հայիմ	հայեցʻա՛ւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
հայիմ	հայեցʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
հայիմ	հայեցʻեա՛լ	V	V-	NUMBs|MOODp|CASEn
հայիմ	հայեցʻեալ	V	V-	NUMBs|MOODp|CASEn
հայիմ	հայիցʻի	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICa
հայհոյեմ	հայհոյէր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
հայհոյեմ	հայհոյիցʻէ	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICa
հայհոյութʻիւն	հայհոյութʻեամբ	N	Nb	NUMBs|CASEi
հայհոյութʻիւն	հայհոյութʻիւնս	N	Nb	NUMBp|CASEa
հայր	Հա՛յր	N	Nb	NUMBs|CASEv
հայր	հա՛յր	N	Nb	NUMBs|CASEn
հայր	հա՛յր	N	Nb	NUMBs|CASEv
հայր	հայր	N	Nb	NUMBs|CASEa
