lemma;form;armLemma;armForm;pos;pos_coarse;feats
herovdēs;Hērovdi;հերովդէս;Հէրովդի;N;Ne;NUMBs|CASEg
herovdēs;Hērovdēs;հերովդէս;Հէրովդէս;N;Ne;NUMBs|CASEa
herovdēs;Hērovdēs;հերովդէս;Հէրովդէս;N;Ne;NUMBs|CASEn
her̄agoyn;her̄agoyn;հեռագոյն;հեռագոյն;A;A-;NUMBs|CASEn
her̄agoyn;her̄agoyn;հեռագոյն;հեռագոյն;D;Df;INFLn
her̄agoyn;her̄agóyn;հեռագոյն;հեռագո՛յն;D;Df;INFLn
her̄anam;her̄anán;հեռանամ;հեռանա՛ն;V;V-;PERS3|NUMBp|TENSp|MOODi|VOICa
her̄astan;her̄astanē;հեռաստան;հեռաստանէ;A;A-;NUMBs|CASEb
her̄i;her̄i;հեռի;հեռի;A;A-;NUMBs|CASEa
her̄i;her̄i;հեռի;հեռի;A;A-;NUMBs|CASEn
het#2;hetē;հետ#2;հետէ;N;Nb;NUMBs|CASEb
het;hetē;հետ;հետէ;N;Nb;NUMBs|CASEb
hetʻanos;hetʻanosacʻ;հեթանոս;հեթանոսաց;N;Nb;NUMBp|CASEd
hetʻanos;hetʻanosacʻ;հեթանոս;հեթանոսաց;N;Nb;NUMBp|CASEg
hetʻanos;hetʻanoskʻ;հեթանոս;հեթանոսք;N;Nb;NUMBp|CASEn
hetʻanos;hetʻanoss;հեթանոս;հեթանոսս;N;Nb;NUMBp|CASEa
hełeł;hełełacʻ;հեղեղ;հեղեղաց;N;Nb;NUMBp|CASEg
hełgasirt;hełgasirtkʻ;հեղգասիրտ;հեղգասիրտք;A;A-;NUMBp|CASEn
hełjnowm;hełjnown;հեղձնում;հեղձնուն;V;V-;PERS3|NUMBp|TENSp|MOODi|VOICp
hełjnowm;hełjáw;հեղձնում;հեղձա՛ւ;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICp
hełjowcʻanem;hełǰowcʻín;հեղձուցանեմ;հեղջուցի՛ն;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
hełowm;hełeal;հեղում;հեղեալ;V;V-;NUMBs|MOODp|CASEn
hełowm;hełloy;հեղում;հեղլոյ;V;V-;MOODd|CASEn
hełowm;hełow;հեղում;հեղու;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
hianam;hianal;հիանամ;հիանալ;V;V-;MOODn
himn;himan;հիմն;հիման;N;Nb;NUMBs|CASEg
himn;himn;հիմն;հիմն;N;Nb;NUMBs|CASEa
himn;himn;հիմն;հիմն;N;Nb;NUMBs|CASEn
hin#2;hin;հին#2;հին;A;A-;NUMBs|CASEa
hin#2;hnoy;հին#2;հնոյ;A;A-;NUMBs|CASEd
hin#2;hín;հին#2;հի՛ն;A;A-;NUMBs|CASEn
hin;hins;հին;հինս;A;A-;NUMBp|CASEa
hing.hariwr;híng.hariwr;հինգ.հարիւր;հի՛նգ.հարիւր;N;Nb;NUMBs|CASEa
hing.hazar;híng.hazar;հինգ.հազար;հի՛նգ.հազար;M;Ma;INFLn
hing;hing;հինգ;հինգ;M;Ma;INFLn
hing;hing;հինգ;հինգ;M;Ma;NUMBp|CASEa
hing;hing;հինգ;հինգ;M;Ma;NUMBp|CASEn
hiwand;hiwand;հիւանդ;հիւանդ;A;A-;NUMBs|CASEa
hiwand;hiwandacʻ;հիւանդ;հիւանդաց;A;A-;NUMBp|CASEd
hiwand;hiwandacʻ;հիւանդ;հիւանդաց;A;A-;NUMBp|CASEg
hiwand;hiwandkʻ;հիւանդ;հիւանդք;A;A-;NUMBp|CASEn
hiwandanam;hiwandacʻeal;հիւանդանամ;հիւանդացեալ;V;V-;NUMBs|MOODp|CASEn
hiwandowtʻiwn;hiwandowtʻean;հիւանդութիւն;հիւանդութեան;N;Nb;NUMBs|CASEg
hiwandowtʻiwn;hiwandowtʻeancʻ;հիւանդութիւն;հիւանդութեանց;N;Nb;NUMBp|CASEb
hiwandowtʻiwn;hiwandowtʻenē;հիւանդութիւն;հիւանդութենէ;N;Nb;NUMBs|CASEb
hiwandowtʻiwn;hiwandowtʻiwns;հիւանդութիւն;հիւանդութիւնս;N;Nb;NUMBp|CASEa
hiwsis;hiwsiwsoy;հիւսիս;հիւսիւսոյ;N;Nb;NUMBs|CASEb
hiwtʻ;hiwtʻoy;հիւթ;հիւթոյ;N;Nb;NUMBs|CASEg
hnanam;hnacʻeal;հնանամ;հնացեալ;V;V-;NUMBs|MOODp|CASEn
hnanam;hnanaloy;հնանամ;հնանալոյ;V;V-;MOODd|CASEg
hnar;hnar;հնար;հնար;N;Nb;NUMBs|CASEn
hnarawor;hnarawórkʻ;հնարաւոր;հնարաւո՛րք;A;A-;NUMBs|CASEn
hnazand;hnazánd;հնազանդ;հնազա՛նդ;A;A-;NUMBs|CASEn
hnazandim;hnazandescʻí;հնազանդիմ;հնազանդեսցի՛;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
hnazandim;hnazandin;հնազանդիմ;հնազանդին;V;V-;PERS3|NUMBp|TENSp|MOODi|VOICa
hngetasanerord;hingetasanerordi;հնգետասաներորդ;հինգետասաներորդի;M;Mo;NUMBs|CASEl
hnjem;hnjem;հնձեմ;հնձեմ;V;V-;PERS1|NUMBs|TENSp|MOODi|VOICa
hnjem;hnjen;հնձեմ;հնձեն;V;V-;PERS3|NUMBp|TENSp|MOODi|VOICa
hnjem;hnjes;հնձեմ;հնձես;V;V-;PERS2|NUMBs|TENSp|MOODi|VOICa
hnocʻ;hnocʻ;հնոց;հնոց;N;Nb;NUMBs|CASEa
hogam;hogal;հոգամ;հոգալ;V;V-;MOODn
hogam;hogas;հոգամ;հոգաս;V;V-;PERS2|NUMBs|TENSp|MOODi|VOICa
hogam;hogaycʻēkʻ;հոգամ;հոգայցէք;V;V-;PERS2|NUMBp|TENSp|MOODs|VOICa
hogam;hogaykʻ;հոգամ;հոգայք;V;V-;PERS2|NUMBp|TENSp|MOODm|VOICa
hogi;hogi;հոգի;հոգի;N;Nb;NUMBs|CASEa
hogi;hogi;հոգի;հոգի;N;Nb;NUMBs|CASEn
hogi;hogovkʻ;հոգի;հոգովք;N;Nb;NUMBp|CASEi
hogi;hogw_ov_;հոգի;հոգւ_ով_;N;Nb;NUMBs|CASEi
hogi;hogwov;հոգի;հոգւով;N;Nb;NUMBs|CASEi
hogi;hogwoy;հոգի;հոգւոյ;N;Nb;NUMBs|CASEb
hogi;hogwoy;հոգի;հոգւոյ;N;Nb;NUMBs|CASEg
hogi;hogí;հոգի;հոգի՛;N;Nb;NUMBs|CASEn
hogi;ogi;հոգի;ոգի;N;Nb;NUMBs|CASEa
hogkʻ;hogs;հոգք;հոգս;N;Nb;NUMBp|CASEa
hosem;hosescʻḗ;հոսեմ;հոսեսցէ՛;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
hovani;hovani;հովանի;հովանի;N;Nb;NUMBs|CASEa
hovani;hovani;հովանի;հովանի;N;Nb;NUMBs|CASEn
hoviw;hoviw;հովիւ;հովիւ;N;Nb;NUMBs|CASEa
hoviw;hoviwkʻ;հովիւ;հովիւք;N;Nb;NUMBp|CASEn
hoviw;hovíwkʻ;հովիւ;հովի՛ւք;N;Nb;NUMBp|CASEn
hownjkʻ;Hownjkʻ;հունձք;Հունձք;N;Nb;NUMBs|CASEn
hownjkʻ;hnjocʻ;հունձք;հնձոց;N;Nb;NUMBp|CASEg
hownjkʻ;hownjs;հունձք;հունձս;N;Nb;NUMBp|CASEa
howr;Hówr;հուր;Հո՛ւր;N;Nb;NUMBs|CASEa
howr;hawr;հուր;հաւր;N;Nb;NUMBs|CASEa
howr;howr;հուր;հուր;N;Nb;NUMBs|CASEn
howr;hrov;հուր;հրով;N;Nb;NUMBs|CASEi
hoł;hołoy;հող;հողոյ;N;Nb;NUMBs|CASEg
hołagorc;hołagorc;հողագործ;հողագործ;N;Nb;NUMBs|CASEa
hołm;hołmocʻ;հողմ;հողմոց;N;Nb;NUMBp|CASEd
hołm;hołmoy;հողմ;հողմոյ;N;Nb;NUMBs|CASEb
hołm;hołmoy;հողմ;հողմոյ;N;Nb;NUMBs|CASEd
hołm;hołmoy;հողմ;հողմոյ;N;Nb;NUMBs|CASEg
hraman;hraman;հրաման;հրաման;N;Nb;NUMBs|CASEa
hraman;hraman;հրաման;հրաման;N;Nb;NUMBs|CASEn
hraman;hramans;հրաման;հրամանս;N;Nb;NUMBp|CASEa
hraman;hramán;հրաման;հրամա՛ն;N;Nb;NUMBs|CASEa
hramayem;hramayeacʻ;հրամայեմ;հրամայեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
hramayem;hramayeal;հրամայեմ;հրամայեալ;V;V-;NUMBp|MOODp|CASEa
hramayem;hramayeals;հրամայեմ;հրամայեալս;V;V-;NUMBp|MOODp|CASEa
hramayem;hramayecʻer;հրամայեմ;հրամայեցեր;V;V-;PERS2|NUMBs|TENSa|MOODi|VOICa
hramayem;hramayeácʻ;հրամայեմ;հրամայեա՛ց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
hraparak;hra_pa_raks;հրապարակ;հրա_պա_րակս;N;Nb;NUMBp|CASEa
hraparak;hraparaks;հրապարակ;հրապարակս;N;Nb;NUMBp|CASEa
hraparak;hraparaks;հրապարակ;հրապարակս;N;Nb;NUMBp|CASEl
hrawirem;hrawireals;հրաւիրեմ;հրաւիրեալս;V;V-;NUMBp|MOODp|CASEa
hrawirem;hrawireácʻ;հրաւիրեմ;հրաւիրեա՛ց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
hražarem;hražareal;հրաժարեմ;հրաժարեալ;V;V-;NUMBs|MOODp|CASEa
hražarem;hražarescʻē;հրաժարեմ;հրաժարեսցէ;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
hražarem;hražarél;հրաժարեմ;հրաժարե՛լ;V;V-;MOODn
hreaykʻ;hrēicʻ;հրեայք;հրէից;N;Nb;NUMBp|CASEg
hreštak;hreštak;հրեշտակ;հրեշտակ;N;Nb;NUMBs|CASEa
hreštak;hreštak;հրեշտակ;հրեշտակ;N;Nb;NUMBs|CASEn
hreštak;hreštakacʻ;հրեշտակ;հրեշտակաց;N;Nb;NUMBp|CASEd
hreštak;hreštakacʻ;հրեշտակ;հրեշտակաց;N;Nb;NUMBp|CASEg
hreštak;hreštaki;հրեշտակ;հրեշտակի;N;Nb;NUMBs|CASEl
hreštak;hreštakkʻ;հրեշտակ;հրեշտակք;N;Nb;NUMBp|CASEn
hreštak;hreštaks;հրեշտակ;հրեշտակս;N;Nb;NUMBp|CASEa
hreštak;hreštakē;հրեշտակ;հրեշտակէ;N;Nb;NUMBs|CASEb
hreštak;hreštekacʻ;հրեշտակ;հրեշտեկաց;N;Nb;NUMBp|CASEd
hreštak;hreštekacʻ;հրեշտակ;հրեշտեկաց;N;Nb;NUMBp|CASEg
hreštak;həreštekacʻ;հրեշտակ;հըրեշտեկաց;N;Nb;NUMBp|CASEd
hreštakowtʻiwn;hreštakowtʻiwn;հրեշտակութիւն;հրեշտակութիւն;N;Nb;NUMBs|CASEa
hrēastan;Hrēastan;հրէաստան;Հրէաստան;N;Ne;NUMBs|CASEa
hrēastan;Hrēastan;հրէաստան;Հրէաստան;N;Ne;NUMBs|CASEl
hrēastan;Hrēastan;հրէաստան;Հրէաստան;N;Ne;NUMBs|CASEn
hrēastan;Hrēastani;հրէաստան;Հրէաստանի;N;Ne;NUMBs|CASEg
hrēastan;Hrēastani;հրէաստան;Հրէաստանի;N;Ne;NUMBs|CASEl
hrēastan;Hrēastanē;հրէաստան;Հրէաստանէ;N;Ne;NUMBs|CASEb
hr̄čʻak;hr̄čʻak;հռչակ;հռչակ;N;Nb;NUMBs|CASEn
hzawr;hzawr;հզաւր;հզաւր;A;A-;NUMBs|CASEn
hzawr;hzawrs;հզաւր;հզաւրս;A;A-;NUMBp|CASEa
hzawragoyn;hzawragoyn;հզաւրագոյն;հզաւրագոյն;A;A-;NUMBs|CASEn
i.bacʻ;i.bacʻ;ի.բաց;ի.բաց;D;Df;INFLn
i.bacʻ;ı̈.bacʻ;ի.բաց;ի.բաց;D;Df;INFLn
i.bacʻ;ı̈.bácʻ;ի.բաց;ի.բա՛ց;R;R-;INFLn
i.miasin;ı̈.miasin;ի.միասին;ի.միասին;D;Df;INFLn
i.ner;i.nerkʻs;ի.ներ;ի.ներքս;D;Df;INFLn
i.nerkʻoy;ı̈.nerkʻoy;ի.ներքոյ;ի.ներքոյ;R;R-;INFLn
i.nerkʻs;ı̈.nerkʻs;ի.ներքս;ի.ներքս;D;Df;INFLn
i.ver;ı̈.ver;ի.վեր;ի.վեր;D;Df;INFLn
i.ver;ı̈.vér;ի.վեր;ի.վե՛ր;D;Df;INFLn
i.veray;i.veray;ի.վերայ;ի.վերայ;R;R-;INFLn
i.veray;ı̈.veray;ի.վերայ;ի.վերայ;R;R-;INFLn
i;I;ի;Ի;R;R-;INFLn
i;Y;ի;Յ;R;R-;INFLn
i;i;ի;ի;R;R-;INFLn
i;y;ի;յ;R;R-;INFLn
i;ı̈;ի;ի;R;R-;INFLn
ibrew.z-;ibrew.z;իբրեւ.զ-;իբրեւ.զ;D;Df;INFLn
ibrew;Ibrew;իբրեւ;Իբրեւ;G;G-;INFLn
ibrew;ibrew;իբրեւ;իբրեւ;D;Df;INFLn
ibrew;ibrew;իբրեւ;իբրեւ;G;G-;INFLn
ikʻ;imikʻ;իք;իմիք;P;Px;NUMBs|CASEd
ikʻ;irikʻ;իք;իրիք;P;Px;NUMBs|CASEg
ikʻ;iwikʻ;իք;իւիք;P;Px;NUMBs|CASEi
im;immē;իմ;իմմէ;P;Ps;PERS1|NUMBs|CASEb
im;imocʻ;իմ;իմոց;P;Ps;PERS1|NUMBp|CASEb
im;imocʻ;իմ;իմոց;P;Ps;PERS1|NUMBp|CASEd
im;imocʻ;իմ;իմոց;P;Ps;PERS1|NUMBp|CASEg
im;imov;իմ;իմով;P;Ps;PERS1|NUMBs|CASEi
im;imowm;իմ;իմում;P;Ps;PERS1|NUMBs|CASEd
im;imowm;իմ;իմում;P;Ps;PERS1|NUMBs|CASEl
im;imoy;իմ;իմոյ;P;Ps;PERS1|NUMBs|CASEg
imanam;imacʻan;իմանամ;իմացան;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICp
imanam;imanál;իմանամ;իմանա՛լ;V;V-;MOODn
imanam;imascʻin;իմանամ;իմասցին;V;V-;PERS3|NUMBp|TENSa|MOODs|VOICp
imastnagoyn;imastnagóynkʻ;իմաստնագոյն;իմաստնագո՛յնք;A;A-;NUMBp|CASEn
imastown;imastnocʻ;իմաստուն;իմաստնոց;A;A-;NUMBp|CASEb
imastown;imastown;իմաստուն;իմաստուն;A;A-;NUMBs|CASEn
imastowtʻiwn;imastowtʻeamb;իմաստութիւն;իմաստութեամբ;N;Nb;NUMBs|CASEi
imastowtʻiwn;imastowtʻiwn;իմաստութիւն;իմաստութիւն;N;Nb;NUMBs|CASEa
imastowtʻiwn;imastowtʻiwn;իմաստութիւն;իմաստութիւն;N;Nb;NUMBs|CASEn
inkʻn;inkʻeankʻ;ինքն;ինքեանք;P;Pd;NUMBp|CASEn
inkʻn;inkʻn;ինքն;ինքն;P;Pd;NUMBs|CASEa
inkʻn;inkʻn;ինքն;ինքն;P;Pd;NUMBs|CASEn
inkʻnin;inkʻnin;ինքնին;ինքնին;D;Df;INFLn
inn;inn;ինն;ինն;M;Ma;INFLn
inn;inn;ինն;ինն;M;Ma;NUMBp|CASEa
inn;inownkʻ;ինն;ինունք;M;Ma;NUMBp|CASEn
innerord;innerord;իններորդ;իններորդ;M;Mo;NUMBs|CASEa
innsown;innsown;իննսուն;իննսուն;M;Ma;INFLn
innsown;innsown;իննսուն;իննսուն;M;Ma;NUMBp|CASEa
inčʻ;inčʻ;ինչ;ինչ;N;Nb;NUMBs|CASEa
inčʻ;inčʻ;ինչ;ինչ;P;Px;INFLn
inčʻ;inčʻ;ինչ;ինչ;P;Px;NUMBs|CASEa
inčʻ;inčʻ;ինչ;ինչ;P;Px;NUMBs|CASEn
inčʻ;inčʻkʻ;ինչ;ինչք;N;Nb;NUMBp|CASEn
inčʻ;inčʻs;ինչ;ինչս;N;Nb;NUMBp|CASEa
inčʻ;nčʻicʻ;ինչ;նչից;N;Nb;NUMBp|CASEb
inčʻ;ynčʻicʻ;ինչ;յնչից;N;Nb;NUMBp|CASEb
inčʻ;ənčʻicʻ;ինչ;ընչից;N;Nb;NUMBp|CASEb
inčʻ;ənčʻicʻ;ինչ;ընչից;N;Nb;NUMBp|CASEg
ir;iracʻ;իր;իրաց;N;Nb;NUMBp|CASEg
ir;irs;իր;իրս;N;Nb;NUMBp|CASEa
irawownkʻ;irawambkʻ;իրաւունք;իրաւամբք;N;Nb;NUMBp|CASEi
irawownkʻ;irawowns;իրաւունք;իրաւունս;N;Nb;NUMBp|CASEl
isk;Isk;իսկ;Իսկ;C;C-;INFLn
isk;Isk;իսկ;Իսկ;D;Df;INFLn
isk;isk;իսկ;իսկ;C;C-;INFLn
isk;isk;իսկ;իսկ;D;Df;INFLn
iskoyn;iskoyn;իսկոյն;իսկոյն;D;Df;INFLn
iwr#1;iwr;իւր#1;իւր;P;Pk;PERS3|NUMBs|CASEd
iwr#1;iwr;իւր#1;իւր;P;Pk;PERS3|NUMBs|CASEg
iwr#1;iwr;իւր#1;իւր;P;Pk;PERS3|NUMBs|CASEl
iwr#1;iwreancʻ;իւր#1;իւրեանց;P;Pk;PERS3|NUMBp|CASEg
iwr#2;iwr;իւր#2;իւր;P;Pk;PERS3|NUMBs|CASEd
iwr#2;iwr;իւր#2;իւր;P;Pk;PERS3|NUMBs|CASEg
iwr#2;iwreancʻ;իւր#2;իւրեանց;P;Pk;PERS3|NUMBp|CASEg
iwr#2;iwrew;իւր#2;իւրեւ;P;Pk;PERS3|NUMBs|CASEi
iwr#2;iwrkʻ;իւր#2;իւրք;P;Ps;PERS3|NUMBp|CASEn
iwr#2;iwrmē;իւր#2;իւրմէ;P;Ps;PERS3|NUMBs|CASEb
iwr#2;iwrocʻ;իւր#2;իւրոց;P;Ps;PERS3|NUMBp|CASEb
iwr#2;iwrocʻ;իւր#2;իւրոց;P;Ps;PERS3|NUMBp|CASEg
iwr#2;iwrovkʻ;իւր#2;իւրովք;P;Ps;PERS3|NUMBp|CASEi
iwr#2;iwrowm;իւր#2;իւրում;P;Ps;PERS3|NUMBs|CASEd
iwr#2;iwrowm;իւր#2;իւրում;P;Ps;PERS3|NUMBs|CASEl
iwr#2;iwroy;իւր#2;իւրոյ;P;Ps;PERS3|NUMBs|CASEg
iwr#2;iwrs;իւր#2;իւրս;P;Ps;PERS3|NUMBp|CASEa
iwr;iwr;իւր;իւր;P;Pk;PERS3|NUMBs|CASEg
iwr;iwr_ov_;իւր;իւր_ով_;P;Ps;PERS3|NUMBs|CASEi
iwr;iwreancʻ;իւր;իւրեանց;P;Ps;PERS3|NUMBp|CASEb
iwr;iwrmē;իւր;իւրմէ;P;Ps;PERS3|NUMBs|CASEb
iwr;iwrocʻ;իւր;իւրոց;P;Ps;PERS3|NUMBp|CASEb
iwr;iwrocʻ;իւր;իւրոց;P;Ps;PERS3|NUMBp|CASEd
iwr;iwrocʻ;իւր;իւրոց;P;Ps;PERS3|NUMBp|CASEg
iwr;iwrov;իւր;իւրով;P;Ps;PERS3|NUMBs|CASEi
iwr;iwrovkʻ;իւր;իւրովք;P;Ps;PERS3|NUMBp|CASEi
iwr;iwrowm;իւր;իւրում;P;Ps;PERS3|NUMBs|CASEd
iwr;iwrowm;իւր;իւրում;P;Ps;PERS3|NUMBs|CASEl
iwr;iwroy;իւր;իւրոյ;P;Ps;PERS3|NUMBs|CASEg
iwrakʻančʻiwr;iwrakʻančʻiwr;իւրաքանչիւր;իւրաքանչիւր;N;Nb;NUMBs|CASEa
iwrakʻančʻiwr;iwrakʻančʻiwr;իւրաքանչիւր;իւրաքանչիւր;P;Py;INFLn
iwrakʻančʻiwr;iwrakʻančʻiwr;իւրաքանչիւր;իւրաքանչիւր;P;Py;NUMBs|CASEn
iwł;ewłs;իւղ;եւղս;N;Nb;NUMBp|CASEa
iwł;iwłov;իւղ;իւղով;N;Nb;NUMBs|CASEi
iwł;iwłoy;իւղ;իւղոյ;N;Nb;NUMBs|CASEg
išxan;išxan;իշխան;իշխան;N;Nb;NUMBs|CASEa
išxan;išxan;իշխան;իշխան;N;Nb;NUMBs|CASEn
išxan;išxanacʻ;իշխան;իշխանաց;N;Nb;NUMBp|CASEg
išxan;išxanaw;իշխան;իշխանաւ;N;Nb;NUMBs|CASEi
išxan;išxankʻ;իշխան;իշխանք;N;Nb;NUMBp|CASEn
išxan;išxans;իշխան;իշխանս;N;Nb;NUMBp|CASEa
išxan;išxans;իշխան;իշխանս;N;Nb;NUMBp|CASEl
išxan;išxanáw;իշխան;իշխանա՛ւ;N;Nb;NUMBs|CASEi
išxan;išxán;իշխան;իշխա՛ն;N;Nb;NUMBs|CASEn
išxanowtʻiwn;išxanowtʻeamb;իշխանութիւն;իշխանութեամբ;N;Nb;NUMBs|CASEi
išxanowtʻiwn;išxanowtʻean;իշխանութիւն;իշխանութեան;N;Nb;NUMBs|CASEd
išxanowtʻiwn;išxanowtʻenē;իշխանութիւն;իշխանութենէ;N;Nb;NUMBs|CASEb
išxanowtʻiwn;išxanowtʻiwn;իշխանութիւն;իշխանութիւն;N;Nb;NUMBs|CASEa
išxanowtʻiwn;išxanowtʻiwn;իշխանութիւն;իշխանութիւն;N;Nb;NUMBs|CASEn
išxanowtʻiwn;išxanowtʻiwns;իշխանութիւն;իշխանութիւնս;N;Nb;NUMBp|CASEa
išxem;išxen;իշխեմ;իշխեն;V;V-;PERS3|NUMBp|TENSp|MOODi|VOICa
išxem;išxēr;իշխեմ;իշխէր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
iž;ižicʻ;իժ;իժից;N;Nb;NUMBp|CASEg
iǰanem;iǰanel;իջանեմ;իջանել;V;V-;MOODn
iǰanem;iǰanēr;իջանեմ;իջանէր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
iǰanem;iǰcʻes;իջանեմ;իջցես;V;V-;PERS2|NUMBs|TENSa|MOODs|VOICa
iǰanem;iǰcʻē;իջանեմ;իջցէ;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
iǰanem;iǰeal;իջանեմ;իջեալ;V;V-;NUMBs|MOODp|CASEn
iǰanem;iǰin;իջանեմ;իջին;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
iǰanem;ēǰ;իջանեմ;էջ;V;V-;PERS2|NUMBs|TENSa|MOODm|VOICa
iǰanem;ēǰ;իջանեմ;էջ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
iǰanem;ı̈ǰanein;իջանեմ;իջանեին;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
iǰavan;iǰavani;իջավան;իջավանի;N;Nb;NUMBs|CASEl
iǰowcʻanem;iǰowcʻeal;իջուցանեմ;իջուցեալ;V;V-;NUMBs|MOODp|CASEn
iǰowcʻanem;iǰowcʻín;իջուցանեմ;իջուցի՛ն;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
jag;jag;ձագ;ձագ;N;Nb;NUMBs|CASEn
jag;jags;ձագ;ձագս;N;Nb;NUMBp|CASEa
janjranam;janjranal;ձանձրանամ;ձանձրանալ;V;V-;MOODn
jax;jaxmē;ձախ;ձախմէ;A;A-;NUMBs|CASEb
jayn;Jayn;ձայն;Ձայն;N;Nb;NUMBs|CASEn
jayn;jayn;ձայն;ձայն;N;Nb;NUMBs|CASEa
jayn;jayn;ձայն;ձայն;N;Nb;NUMBs|CASEn
jayn;jayns;ձայն;ձայնս;N;Nb;NUMBp|CASEa
jer;jer;ձեր;ձեր;P;Ps;PERS2|NUMBs|CASEa
jer;jermē;ձեր;ձերմէ;P;Ps;PERS2|NUMBs|CASEb
jer;jerocʻ;ձեր;ձերոց;P;Ps;PERS2|NUMBp|CASEb
jer;jerocʻ;ձեր;ձերոց;P;Ps;PERS2|NUMBp|CASEd
jer;jerocʻ;ձեր;ձերոց;P;Ps;PERS2|NUMBp|CASEg
jer;jerov;ձեր;ձերով;P;Ps;PERS2|NUMBs|CASEi
jer;jerowm;ձեր;ձերում;P;Ps;PERS2|NUMBs|CASEl
jer̄n;jer̄acʻ;ձեռն;ձեռաց;N;Nb;NUMBp|CASEb
jer̄n;jer̄anē;ձեռն;ձեռանէ;N;Nb;NUMBs|CASEb
jer̄n;jer̄in;ձեռն;ձեռին;N;Nb;NUMBs|CASEl
jer̄n;jer̄n;ձեռն;ձեռն;N;Nb;NUMBs|CASEa
jer̄n;jer̄n;ձեռն;ձեռն;N;Nb;NUMBs|CASEn
jer̄n;jer̄s;ձեռն;ձեռս;N;Nb;NUMBp|CASEa
jer̄n;jer̄s;ձեռն;ձեռս;N;Nb;NUMBp|CASEl
jer̄n;jér̄s;ձեռն;ձե՛ռս;N;Nb;NUMBp|CASEa
jgem;Jgeacʻ;ձգեմ;Ձգեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
jgem;jgeacʻ;ձգեմ;ձգեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
jgem;jgecʻēkʻ;ձգեմ;ձգեցէք;V;V-;PERS2|NUMBp|TENSa|MOODi|VOICa
jgem;jgeá;ձգեմ;ձգեա՛;V;V-;PERS2|NUMBs|TENSa|MOODm|VOICa
jitʻeni;jitʻeneacʻ;ձիթենի;ձիթենեաց;N;Nb;NUMBp|CASEg
jknors;jknorskʻ;ձկնորս;ձկնորսք;N;Nb;NUMBp|CASEn
jor;jorkʻ;ձոր;ձորք;N;Nb;NUMBp|CASEn
jorj;jorjoy;ձորձ;ձորձոյ;N;Nb;NUMBs|CASEg
jorj;jorjs;ձորձ;ձորձս;N;Nb;NUMBp|CASEa
jow;jow;ձու;ձու;N;Nb;NUMBs|CASEa
jowkn;jkan;ձուկն;ձկան;N;Nb;NUMBs|CASEg
jowkn;jkancʻ;ձուկն;ձկանց;N;Nb;NUMBp|CASEg
jowkn;jkowns;ձուկն;ձկունս;N;Nb;NUMBp|CASEa
jowkn;jowkn;ձուկն;ձուկն;N;Nb;NUMBs|CASEa
jētʻ;jitʻoy;ձէթ;ձիթոյ;N;Nb;NUMBs|CASEg
jētʻ;jētʻ;ձէթ;ձէթ;N;Nb;NUMBs|CASEa
kacʻowcʻanem;kacʻowscʻē;կացուցանեմ;կացուսցէ;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
kacʻowcʻanem;kacʻoycʻ;կացուցանեմ;կացոյց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
kakʻawem;kakʻawecʻḗkʻ;կաքաւեմ;կաքաւեցէ՛ք;V;V-;PERS2|NUMBp|TENSa|MOODi|VOICa
kal;kal;կալ;կալ;N;Nb;NUMBs|CASEa
kam#1;ekácʻ;կամ#1;եկա՛ց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
kam#1;kacʻ;կամ#1;կաց;V;V-;PERS2|NUMBs|TENSa|MOODm|VOICa
kam#1;kán;կամ#1;կա՛ն;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
kam#2;Kam;կամ#2;Կամ;C;C-;INFLn
kam#2;kam;կամ#2;կամ;C;C-;INFLn
kam#3;Kam;կամ#3;Կամ;A;A-;NUMBs|CASEn
kam#3;kam;կամ#3;կամ;C;C-;INFLn
kam;Ekacʻ;կամ;Եկաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
kam;Kayin;կամ;Կային;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
